type_of_food,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,seasonality,preparation_method,geographical_location,pricing,wastage_food_amount,type_code
Vegetables,350,Corporate,450,Refrigerated,Regular,Summer,Buffet,Urban,High,40,4
Fruits,250,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,25,2
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,2
Meat,267,Birthday,393,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,24,3
Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,25,2
Fruits,350,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,54,2
Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,20,3
Fruits,439,Birthday,459,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,36,2
Baked Goods,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,0
Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,4
Fruits,250,Corporate,480,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20,2
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2
Vegetables,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,4
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,3
Baked Goods,250,Corporate,480,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,0
Vegetables,280,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,20,4
Dairy Products,320,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,1
Vegetables,230,Wedding,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,30,4
Vegetables,250,Birthday,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,4
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,4
Vegetables,261,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,23,4
Fruits,300,Corporate,450,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35,2
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,1
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,1
Baked Goods,261,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,24,0
Dairy Products,380,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,1
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,0
Fruits,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,2
Vegetables,429,Wedding,496,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,42,4
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,1
Baked Goods,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,0
Dairy Products,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,1
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,1
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,1
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,1
Meat,491,Wedding,497,Refrigerated,Regular,Summer,Finger Food,Rural,High,32,3
Meat,250,Corporate,350,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,3
Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0
Meat,438,Birthday,493,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,3
Baked Goods,472,Social Gathering,489,Room Temperature,Regular,Winter,Buffet,Suburban,Low,36,0
Baked Goods,491,Birthday,497,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,32,0
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,0
Baked Goods,300,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,0
Vegetables,320,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,4
Vegetables,250,Corporate,350,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,20,4
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,1
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,1
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,0
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,1
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,1
Dairy Products,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,1
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,1
Dairy Products,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,1
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,0
Dairy Products,400,Wedding,500,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,40,1
Fruits,250,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2
Baked Goods,292,Corporate,470,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,0
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,0
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,1
Baked Goods,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,0
Fruits,280,Social Gathering,350,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,20,2
Meat,380,Corporate,480,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,30,3
Meat,320,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,25,3
Meat,207,Corporate,280,Refrigerated,Regular,Winter,Finger Food,Suburban,High,20,3
Meat,491,Birthday,497,Room Temperature,Regular,Winter,Finger Food,Urban,High,38,3
Meat,267,Corporate,393,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,24,3
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,1
Baked Goods,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,1
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,0
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,1
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,1
Baked Goods,491,Social Gathering,497,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,32,0
Dairy Products,438,Corporate,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,35,1
Dairy Products,350,Corporate,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,1
Baked Goods,442,Social Gathering,482,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,32,0
Meat,270,Corporate,470,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,3
Meat,284,Social Gathering,443,Refrigerated,Occasional,Winter,Buffet,Rural,Low,32,3
Meat,250,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,25,3
Meat,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,3
Meat,220,Wedding,300,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,15,3
Meat,367,Social Gathering,420,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,40,3
Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,36,3
Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,3
Meat,240,Birthday,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20,3
Fruits,380,Birthday,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,2
Dairy Products,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,40,1
Fruits,250,Social Gathering,480,Refrigerated,Regular,Winter,Finger Food,Urban,Low,20,2
Fruits,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,2
Fruits,300,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,2
Vegetables,267,Corporate,393,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,24,4
Fruits,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,2
Baked Goods,488,Corporate,498,Room Temperature,Regular,Winter,Finger Food,Urban,High,63,0
Meat,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,3
Fruits,300,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,40,2
Vegetables,300,Birthday,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,4
Dairy Products,472,Birthday,489,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,36,1
Fruits,380,Corporate,480,Refrigerated,Occasional,All Seasons,Buffet,Suburban,Moderate,30,2
Vegetables,429,Wedding,496,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,42,4
Baked Goods,220,Birthday,300,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,15,0
Meat,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,3
Fruits,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,2
Dairy Products,250,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,30,1
Fruits,230,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,2
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,1
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Buffet,Urban,High,45,3
Meat,310,Wedding,450,Refrigerated,Occasional,Summer,Buffet,Urban,Low,25,3
Fruits,491,Birthday,497,Refrigerated,Regular,Winter,Finger Food,Rural,High,32,2
Meat,491,Birthday,497,Refrigerated,Regular,Summer,Finger Food,Suburban,High,32,3
Meat,280,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,3
Meat,292,Corporate,470,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,50,3
Vegetables,300,Wedding,400,Refrigerated,Occasional,Summer,Buffet,Suburban,High,30,4
Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,0
Fruits,310,Corporate,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,2
Vegetables,280,Social Gathering,350,Refrigerated,Regular,Summer,Buffet,Urban,Low,20,4
Meat,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,3
Meat,300,Corporate,400,Refrigerated,Occasional,Summer,Finger Food,Rural,Moderate,25,3
Vegetables,380,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,4
Fruits,380,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,30,2
Fruits,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45,2
Fruits,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2
Meat,320,Birthday,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20,3
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,3
Fruits,429,Wedding,496,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,42,2
Vegetables,350,Corporate,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,4
Fruits,491,Birthday,497,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,32,2
Meat,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,3
Meat,491,Social Gathering,497,Room Temperature,Regular,Winter,Finger Food,Urban,High,32,3
Baked Goods,310,Corporate,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,0
Baked Goods,284,Social Gathering,443,Room Temperature,Regular,Winter,Buffet,Rural,Low,32,0
Fruits,220,Wedding,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,2
Fruits,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2
Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45,0
